fill	x	y	xmin	xmax	ymin	ymax
#868686	3.5	2.5	3.375	3.625	2.375	2.625
#050505	2	0	1.875	2.125	-0.125	0.125
#FFFFFF	4.25	6.25	4.125	4.375	6.125	6.375
#FFFFFF	3.5	3	3.375	3.625	2.875	3.125
#020202	2.5	1	2.375	2.625	0.875	1.125
#323232	3	1	2.875	3.125	0.875	1.125
#FFFFFF	3.75	3.5	3.625	3.875	3.375	3.625
#303030	3	1.5	2.875	3.125	1.375	1.625
#616161	3.5	2.25	3.375	3.625	2.125	2.375
#B3B3B3	4	3.25	3.875	4.125	3.125	3.375
#7C7C7C	3.25	1	3.125	3.375	0.875	1.125
#CECECE	2.5	2.5	2.375	2.625	2.375	2.625
#4E4E4E	3.25	1.5	3.125	3.375	1.375	1.625
#747474	1.5	1	1.375	1.625	0.875	1.125
#7C7C7C	3.75	2.5	3.625	3.875	2.375	2.625
#2E2E2E	3.25	2	3.125	3.375	1.875	2.125
#CECECE	2.75	2.25	2.625	2.875	2.125	2.375
#2A2A2A	2.5	0	2.375	2.625	-0.125	0.125
#000000	2.25	1	2.125	2.375	0.875	1.125
#6D6D6D	3.5	2	3.375	3.625	1.875	2.125
#0F0F0F	2.75	1	2.625	2.875	0.875	1.125
#A0A0A0	3.75	3	3.625	3.875	2.875	3.125
#B3B3B3	3.75	2.25	3.625	3.875	2.125	2.375
#CECECE	3.25	3.5	3.125	3.375	3.375	3.625
#B3B3B3	3.5	1.5	3.375	3.625	1.375	1.625
#171717	2.25	0	2.125	2.375	-0.125	0.125
#414141	3	2	2.875	3.125	1.875	2.125
#CECECE	3.25	2.75	3.125	3.375	2.625	2.875
#CECECE	3.25	2.5	3.125	3.375	2.375	2.625
#A0A0A0	3.75	2.75	3.625	3.875	2.625	2.875
#B3B3B3	3.5	2.75	3.375	3.625	2.625	2.875
#FFFFFF	2.75	2.5	2.625	2.875	2.375	2.625
#4B4B4B	2.75	2	2.625	2.875	1.875	2.125
#868686	3.25	2.25	3.125	3.375	2.125	2.375
#FFFFFF	3	4.75	2.875	3.125	4.625	4.875
#CECECE	3.75	3.25	3.625	3.875	3.125	3.375
#CECECE	3	2.5	2.875	3.125	2.375	2.625
#A0A0A0	3	0	2.875	3.125	-0.125	0.125
#FFFFFF	3.75	4	3.625	3.875	3.875	4.125
#FFFFFF	4.25	3.75	4.125	4.375	3.625	3.875
#1E1E1E	1.75	0	1.625	1.875	-0.125	0.125
#191919	2	1	1.875	2.125	0.875	1.125
#4B4B4B	2.5	1.5	2.375	2.625	1.375	1.625
#3E3E3E	2.75	0	2.625	2.875	-0.125	0.125
#FFFFFF	2.5	2.75	2.375	2.625	2.625	2.875
#343434	2.75	1.5	2.625	2.875	1.375	1.625
#CECECE	3	2.75	2.875	3.125	2.625	2.875
#FFFFFF	4.5	4.25	4.375	4.625	4.125	4.375
#393939	1.5	0	1.375	1.625	-0.125	0.125
#FFFFFF	3	3.25	2.875	3.125	3.125	3.375
#7C7C7C	2.5	2	2.375	2.625	1.875	2.125
#FFFFFF	2.25	2.25	2.125	2.375	2.125	2.375
#868686	2.25	1.5	2.125	2.375	1.375	1.625
#343434	1.75	1	1.625	1.875	0.875	1.125
#FFFFFF	2.5	2.25	2.375	2.625	2.125	2.375
#FFFFFF	3	2.25	2.875	3.125	2.125	2.375
#FFFFFF	3.25	3.25	3.125	3.375	3.125	3.375
#B3B3B3	0.75	0	0.625	0.875	-0.125	0.125
#FFFFFF	3.75	1.5	3.625	3.875	1.375	1.625
#444444	1.25	0	1.125	1.375	-0.125	0.125
#A0A0A0	2	1.5	1.875	2.125	1.375	1.625
#FFFFFF	1.5	1.5	1.375	1.625	1.375	1.625
#FFFFFF	1	0	0.875	1.125	-0.125	0.125
#FFFFFF	1.25	1.5	1.125	1.375	1.375	1.625
#919191	1.25	1	1.125	1.375	0.875	1.125
#868686	2.25	2	2.125	2.375	1.875	2.125
#FFFFFF	1.75	1.5	1.625	1.875	1.375	1.625
#FFFFFF	1	1	0.875	1.125	0.875	1.125
