fill	x	y	xmin	xmax	ymin	ymax
#FEFEFD	-20	24	-45	5	-1	49
#FAF4F3	30	24	5	55	-1	49
#DAD5EB	30	74	5	55	49	99
#FCF7F6	80	74	55	105	49	99
#A79ECF	80	124	55	105	99	149
#FDFBFB	130	124	105	155	99	149
#FDFAFA	180	174	155	205	149	199
#FBF5F4	230	224	205	255	199	249
#832424	230	274	205	255	249	299
#FEFCFB	280	274	255	305	249	299
#B5ACD7	280	324	255	305	299	349
#F8EFEE	380	374	355	405	349	399
#C58C85	380	424	355	405	399	449
#FBF7F6	430	424	405	455	399	449
#E9CECA	430	474	405	455	449	499
#F6EAE9	480	474	455	505	449	499
#CAC3E2	480	524	455	505	499	549
#F9F2F1	530	524	505	555	499	549
#CD9993	530	574	505	555	549	599
#F9F2F1	580	574	555	605	549	599
#CAC3E2	580	624	555	605	599	649
#FBF5F4	630	624	605	655	599	649
#C6BFE0	130	174	105	155	149	199
#F1EFF7	330	324	305	355	299	349
#C89089	180	224	155	205	199	249
#FCF8F8	80	24	55	105	-1	49
#FDFAFA	180	124	155	205	99	149
#FCF7F7	280	224	255	305	199	249
#FBF6F5	480	424	455	505	399	449
#FBF5F5	580	524	555	605	499	549
#FDFAFA	130	74	105	155	49	99
#FDFBFA	230	174	205	255	149	199
#FBF5F4	430	374	405	455	349	399
#FCF7F7	530	474	505	555	449	499
#FBF6F5	330	274	305	355	249	299
#F9F1F0	630	574	605	655	549	599
#FBF5F4	380	324	355	405	299	349
#FBF6F5	130	24	105	155	-1	49
#FEFDFD	180	74	155	205	49	99
#FAF4F3	230	124	205	255	99	149
#FAF3F2	280	174	255	305	149	199
#FCF8F7	330	224	305	355	199	249
#FDF9F9	430	324	405	455	299	349
#FCF8F8	480	374	455	505	349	399
#FAF4F3	530	424	505	555	399	449
#FAF4F4	580	474	555	605	449	499
#FBF7F6	630	524	605	655	499	549
#FBF6F6	680	574	655	705	549	599
#F5F4FA	380	274	355	405	249	299
#FCF8F8	180	24	155	205	-1	49
#FBF7F6	280	124	255	305	99	149
#FCF8F8	380	224	355	405	199	249
#FDFAF9	480	324	455	505	299	349
#FCF9F8	580	424	555	605	399	449
#FAF4F3	680	524	655	705	499	549
#FEFCFC	230	74	205	255	49	99
#FCF7F7	330	174	305	355	149	199
#FBF5F4	530	374	505	555	349	399
#FAF4F3	630	474	605	655	449	499
#F8F0EF	430	274	405	455	249	299
#FDFAF9	230	24	205	255	-1	49
#FEFEFD	280	74	255	305	49	99
#FEFCFC	330	124	305	355	99	149
#FDFAFA	380	174	355	405	149	199
#FEFDFD	480	274	455	505	249	299
#FCF7F7	530	324	505	555	299	349
#FDFAFA	580	374	555	605	349	399
#FCF9F8	630	424	605	655	399	449
#FDFAF9	680	474	655	705	449	499
#F8EEED	730	524	705	755	499	549
#EDEBF5	430	224	405	455	199	249
#B1A8D5	280	24	255	305	-1	49
#DDD9ED	380	124	355	405	99	149
#FDF9F9	580	324	555	605	299	349
#FCF8F8	680	424	655	705	399	449
#ADA4D2	330	74	305	355	49	99
#FCF8F7	430	174	405	455	149	199
#FDFAF9	530	274	505	555	249	299
#FDFAF9	630	374	605	655	349	399
#FBF5F4	730	474	705	755	449	499
#FBF5F4	480	224	455	505	199	249
#7D73B8	330	24	305	355	-1	49
#776CB5	380	74	355	405	49	99
#FFFEFE	430	124	405	455	99	149
#FCF8F7	530	224	505	555	199	249
#FCF8F8	580	274	555	605	249	299
#FEFDFD	630	324	605	655	299	349
#FFFFFF	680	374	655	705	349	399
#FEFCFC	730	424	705	755	399	449
#FEFDFD	780	474	755	805	449	499
#F8EEED	480	174	455	505	149	199
#7D73B8	380	24	355	405	-1	49
#FCF9F9	480	124	455	505	99	149
#FDFBFA	580	224	555	605	199	249
#FCF8F7	680	324	655	705	299	349
#FCF9F8	780	424	755	805	399	449
#C9C2E2	430	74	405	455	49	99
#FCF9F9	630	274	605	655	249	299
#FCF9F8	730	374	705	755	349	399
#F9F1F0	530	174	505	555	149	199
#7F74B9	430	24	405	455	-1	49
#FEFDFD	480	74	455	505	49	99
#FDFAFA	580	174	555	605	149	199
#FDFAF9	630	224	605	655	199	249
#FCF8F7	680	274	655	705	249	299
#FCF9F9	730	324	705	755	299	349
#FDFBFB	780	374	755	805	349	399
#FBF6F5	830	424	805	855	399	449
#F0EEF7	530	124	505	555	99	149
#CDC6E4	480	24	455	505	-1	49
#FCF9F9	680	224	655	705	199	249
#FDFAFA	780	324	755	805	299	349
