x	y	clickSelects	xmin	xmax	ymin	ymax
-20	24	0,0	-45	5	-1	49
30	24	50,0	5	55	-1	49
30	74	50,50	5	55	49	99
80	74	100,50	55	105	49	99
80	124	100,100	55	105	99	149
130	124	150,100	105	155	99	149
180	174	200,150	155	205	149	199
230	224	250,200	205	255	199	249
230	274	250,250	205	255	249	299
280	274	300,250	255	305	249	299
280	324	300,300	255	305	299	349
380	374	400,350	355	405	349	399
380	424	400,400	355	405	399	449
430	424	450,400	405	455	399	449
430	474	450,450	405	455	449	499
480	474	500,450	455	505	449	499
480	524	500,500	455	505	499	549
530	524	550,500	505	555	499	549
530	574	550,550	505	555	549	599
580	574	600,550	555	605	549	599
580	624	600,600	555	605	599	649
630	624	650,600	605	655	599	649
130	174	150,150	105	155	149	199
330	324	350,300	305	355	299	349
180	224	200,200	155	205	199	249
80	24	100,0	55	105	-1	49
180	124	200,100	155	205	99	149
280	224	300,200	255	305	199	249
480	424	500,400	455	505	399	449
580	524	600,500	555	605	499	549
130	74	150,50	105	155	49	99
230	174	250,150	205	255	149	199
430	374	450,350	405	455	349	399
530	474	550,450	505	555	449	499
330	274	350,250	305	355	249	299
630	574	650,550	605	655	549	599
380	324	400,300	355	405	299	349
130	24	150,0	105	155	-1	49
180	74	200,50	155	205	49	99
230	124	250,100	205	255	99	149
280	174	300,150	255	305	149	199
330	224	350,200	305	355	199	249
430	324	450,300	405	455	299	349
480	374	500,350	455	505	349	399
530	424	550,400	505	555	399	449
580	474	600,450	555	605	449	499
630	524	650,500	605	655	499	549
680	574	700,550	655	705	549	599
380	274	400,250	355	405	249	299
180	24	200,0	155	205	-1	49
280	124	300,100	255	305	99	149
380	224	400,200	355	405	199	249
480	324	500,300	455	505	299	349
580	424	600,400	555	605	399	449
680	524	700,500	655	705	499	549
230	74	250,50	205	255	49	99
330	174	350,150	305	355	149	199
530	374	550,350	505	555	349	399
630	474	650,450	605	655	449	499
430	274	450,250	405	455	249	299
230	24	250,0	205	255	-1	49
280	74	300,50	255	305	49	99
330	124	350,100	305	355	99	149
380	174	400,150	355	405	149	199
480	274	500,250	455	505	249	299
530	324	550,300	505	555	299	349
580	374	600,350	555	605	349	399
630	424	650,400	605	655	399	449
680	474	700,450	655	705	449	499
730	524	750,500	705	755	499	549
430	224	450,200	405	455	199	249
280	24	300,0	255	305	-1	49
380	124	400,100	355	405	99	149
580	324	600,300	555	605	299	349
680	424	700,400	655	705	399	449
330	74	350,50	305	355	49	99
430	174	450,150	405	455	149	199
530	274	550,250	505	555	249	299
630	374	650,350	605	655	349	399
730	474	750,450	705	755	449	499
480	224	500,200	455	505	199	249
330	24	350,0	305	355	-1	49
380	74	400,50	355	405	49	99
430	124	450,100	405	455	99	149
530	224	550,200	505	555	199	249
580	274	600,250	555	605	249	299
630	324	650,300	605	655	299	349
680	374	700,350	655	705	349	399
730	424	750,400	705	755	399	449
780	474	800,450	755	805	449	499
480	174	500,150	455	505	149	199
380	24	400,0	355	405	-1	49
480	124	500,100	455	505	99	149
580	224	600,200	555	605	199	249
680	324	700,300	655	705	299	349
780	424	800,400	755	805	399	449
430	74	450,50	405	455	49	99
630	274	650,250	605	655	249	299
730	374	750,350	705	755	349	399
530	174	550,150	505	555	149	199
430	24	450,0	405	455	-1	49
480	74	500,50	455	505	49	99
580	174	600,150	555	605	149	199
630	224	650,200	605	655	199	249
680	274	700,250	655	705	249	299
730	324	750,300	705	755	299	349
780	374	800,350	755	805	349	399
830	424	850,400	805	855	399	449
530	124	550,100	505	555	99	149
480	24	500,0	455	505	-1	49
680	224	700,200	655	705	199	249
780	324	800,300	755	805	299	349
530	74	550,50	505	555	49	99
630	174	650,150	605	655	149	199
730	274	750,250	705	755	249	299
830	374	850,350	805	855	349	399
580	124	600,100	555	605	99	149
530	24	550,0	505	555	-1	49
630	124	650,100	605	655	99	149
680	174	700,150	655	705	149	199
730	224	750,200	705	755	199	249
780	274	800,250	755	805	249	299
830	324	850,300	805	855	299	349
880	374	900,350	855	905	349	399
580	74	600,50	555	605	49	99
580	24	600,0	555	605	-1	49
680	124	700,100	655	705	99	149
780	224	800,200	755	805	199	249
880	324	900,300	855	905	299	349
730	174	750,150	705	755	149	199
830	274	850,250	805	855	249	299
630	74	650,50	605	655	49	99
680	74	700,50	655	705	49	99
730	124	750,100	705	755	99	149
780	174	800,150	755	805	149	199
830	224	850,200	805	855	199	249
880	274	900,250	855	905	249	299
930	324	950,300	905	955	299	349
630	24	650,0	605	655	-1	49
780	124	800,100	755	805	99	149
880	224	900,200	855	905	199	249
730	74	750,50	705	755	49	99
830	174	850,150	805	855	149	199
930	274	950,250	905	955	249	299
680	24	700,0	655	705	-1	49
730	24	750,0	705	755	-1	49
780	24	800,0	755	805	-1	49
780	74	800,50	755	805	49	99
830	74	850,50	805	855	49	99
830	124	850,100	805	855	99	149
880	124	900,100	855	905	99	149
880	174	900,150	855	905	149	199
930	174	950,150	905	955	149	199
930	224	950,200	905	955	199	249
980	224	1000,200	955	1005	199	249
980	274	1000,250	955	1005	249	299
830	24	850,0	805	855	-1	49
880	74	900,50	855	905	49	99
930	124	950,100	905	955	99	149
980	174	1000,150	955	1005	149	199
1030	224	1050,200	1005	1055	199	249
880	24	900,0	855	905	-1	49
980	124	1000,100	955	1005	99	149
930	74	950,50	905	955	49	99
1030	174	1050,150	1005	1055	149	199
930	24	950,0	905	955	-1	49
980	74	1000,50	955	1005	49	99
1030	124	1050,100	1005	1055	99	149
1080	174	1100,150	1055	1105	149	199
980	24	1000,0	955	1005	-1	49
1080	124	1100,100	1055	1105	99	149
1030	74	1050,50	1005	1055	49	99
1030	24	1050,0	1005	1055	-1	49
1080	74	1100,50	1055	1105	49	99
