fill	x	y	xmin	xmax	ymin	ymax
#070707	0.5	0	0.375	0.625	-2.5	2.5
#0F0F0F	0.25	0	0.125	0.375	-2.5	2.5
#2C2C2C	-2.25	0	-2.375	-2.125	-2.5	2.5
#1B1B1B	0.75	0	0.625	0.875	-2.5	2.5
#383838	-3	0	-3.125	-2.875	-2.5	2.5
#1E1E1E	-1	0	-1.125	-0.875	-2.5	2.5
#373737	-1.75	0	-1.875	-1.625	-2.5	2.5
#313131	2.5	0	2.375	2.625	-2.5	2.5
#0C0C0C	-0.5	0	-0.625	-0.375	-2.5	2.5
#434343	3.5	0	3.375	3.625	-2.5	2.5
#525252	4	0	3.875	4.125	-2.5	2.5
#424242	-3.5	0	-3.625	-3.375	-2.5	2.5
#000000	0	0	-0.125	0.125	-2.5	2.5
#363636	1.75	0	1.625	1.875	-2.5	2.5
#222222	1.25	0	1.125	1.375	-2.5	2.5
#0A0A0A	-0.25	0	-0.375	-0.125	-2.5	2.5
#262626	-1.25	0	-1.375	-1.125	-2.5	2.5
#202020	1	0	0.875	1.125	-2.5	2.5
#4C4C4C	-3.75	0	-3.875	-3.625	-2.5	2.5
#1B1B1B	-0.75	0	-0.875	-0.625	-2.5	2.5
#6C6C6C	-2.75	0	-2.875	-2.625	-2.5	2.5
#3D3D3D	-1.5	0	-1.625	-1.375	-2.5	2.5
#6B6B6B	2.75	0	2.625	2.875	-2.5	2.5
#4A4A4A	2.25	0	2.125	2.375	-2.5	2.5
#646464	-4.5	0	-4.625	-4.375	-2.5	2.5
#737373	3	0	2.875	3.125	-2.5	2.5
#747474	4.75	0	4.625	4.875	-2.5	2.5
#3A3A3A	1.5	0	1.375	1.625	-2.5	2.5
#454545	-2	0	-2.125	-1.875	-2.5	2.5
#646464	4.25	0	4.125	4.375	-2.5	2.5
#585858	-4.25	0	-4.375	-4.125	-2.5	2.5
#777777	-2	5	-2.125	-1.875	2.5	7.5
#555555	2	0	1.875	2.125	-2.5	2.5
#555555	-2.5	0	-2.625	-2.375	-2.5	2.5
#7A7A7A	-4.75	5	-4.875	-4.625	2.5	7.5
#7E7E7E	2.25	5	2.125	2.375	2.5	7.5
#888888	-5	5	-5.125	-4.875	2.5	7.5
#707070	-4.75	0	-4.875	-4.625	-2.5	2.5
#6F6F6F	-0.25	5	-0.375	-0.125	2.5	7.5
#959595	-3	5	-3.125	-2.875	2.5	7.5
#8A8A8A	4.75	5	4.625	4.875	2.5	7.5
#494949	1.5	5	1.375	1.625	2.5	7.5
#989898	3.25	5	3.125	3.375	2.5	7.5
#8B8B8B	-5.25	5	-5.375	-5.125	2.5	7.5
#AAAAAA	-5.5	5	-5.625	-5.375	2.5	7.5
#8B8B8B	-0.5	5	-0.625	-0.375	2.5	7.5
#3E3E3E	1	5	0.875	1.125	2.5	7.5
#A1A1A1	5	5	4.875	5.125	2.5	7.5
#5A5A5A	-0.75	5	-0.875	-0.625	2.5	7.5
#4E4E4E	-1.5	5	-1.625	-1.375	2.5	7.5
#B3B3B3	5.25	5	5.125	5.375	2.5	7.5
#5A5A5A	1.75	5	1.625	1.875	2.5	7.5
#939393	-3.25	5	-3.375	-3.125	2.5	7.5
#3E3E3E	-1	5	-1.125	-0.875	2.5	7.5
#8B8B8B	-2.5	5	-2.625	-2.375	2.5	7.5
#AAAAAA	3.5	5	3.375	3.625	2.5	7.5
#9C9C9C	-2.75	5	-2.875	-2.625	2.5	7.5
#636363	-1.75	5	-1.875	-1.625	2.5	7.5
#6E6E6E	2	5	1.875	2.125	2.5	7.5
#3F3F3F	-1.25	5	-1.375	-1.125	2.5	7.5
#B0B0B0	-3.5	5	-3.625	-3.375	2.5	7.5
#848484	-2.25	5	-2.375	-2.125	2.5	7.5
#8D8D8D	2.5	5	2.375	2.625	2.5	7.5
#3D3D3D	1.25	5	1.125	1.375	2.5	7.5
#909090	2.75	5	2.625	2.875	2.5	7.5
#AEAEAE	3	5	2.875	3.125	2.5	7.5
#BBBBBB	-5.75	5	-5.875	-5.625	2.5	7.5
#C9C9C9	3.75	5	3.625	3.875	2.5	7.5
#585858	0.75	5	0.625	0.875	2.5	7.5
